day,month,year,mintp,mxntp,p,evp
29,7,1983,26.94,41.85,0,1.464219188
30,7,1983,26.11,40.1,0,1.60399128
31,7,1983,24.61,37.46,0,2.28798744
1,8,1983,24.27,36.68,0,2.313325386
2,8,1983,25.19,38.46,0,2.392425044
3,8,1983,24.61,33.96,0.01,2.306799784
4,8,1983,23.04,30.86,0,1.749225473
5,8,1983,22.06,32.31,0.91,1.864712851
6,8,1983,21.79,32.05,0,1.730173889
7,8,1983,21.75,32.96,0,1.834933702
8,8,1983,23.57,34.78,1.6,2.288969349
9,8,1983,22.76,33.31,0,2.471865675
10,8,1983,23.69,33.16,0.13,2.425057195
11,8,1983,21.61,33.18,0,2.103492206
12,8,1983,21.56,33.25,0.01,2.107279392
13,8,1983,21.79,31.52,0.01,2.079148104
14,8,1983,21.41,31.63,0,2.020740715
15,8,1983,20.9,31.06,0,2.07727375
16,8,1983,21.75,33.4,0,2.22939054
17,8,1983,22.71,33.74,0,2.10014751
18,8,1983,22.07,30.84,0,2.053777474
19,8,1983,20.66,32.25,0.49,2.010256458
20,8,1983,22.22,33.35,2.04,2.347622669
21,8,1983,22.53,31.63,0.12,2.289716456
22,8,1983,21.09,32.22,0,2.00889953
23,8,1983,22.88,33.43,0.33,2.261785396
24,8,1983,22.94,33.15,0.42,2.320145024
25,8,1983,22.33,31.18,0.08,2.029183694
26,8,1983,21.82,32.58,0,2.051110906
27,8,1983,22.66,33.13,0.34,2.231943025
28,8,1983,22.96,33.89,0.18,2.404515717
29,8,1983,23.21,35.43,0.02,2.545340399
30,8,1983,23.71,35.04,0.64,2.536634219
31,8,1983,22.79,32.52,0,2.431793988
1,9,1983,21.46,33.92,0.05,2.133378072
2,9,1983,23.21,31.56,0.14,2.302894479
3,9,1983,21.84,29.84,0,2.060141673
4,9,1983,21.23,28.28,0,1.858416395
5,9,1983,19.76,28.26,0,1.871159152
6,9,1983,19.73,29.47,0,1.89637029
7,9,1983,19.17,31.58,0,2.03619817
8,9,1983,20.36,31.56,0,2.072470516
9,9,1983,20.57,34.83,0.02,2.079632303
10,9,1983,22.34,34.75,0.01,2.16958115
11,9,1983,22.17,37.18,0.72,2.122978693
12,9,1983,21.26,28.1,0.05,1.896748503
13,9,1983,20.38,28.41,0,1.592078135
14,9,1983,19.26,31,0,1.678150442
15,9,1983,20.08,33.32,0.26,2.039803859
16,9,1983,21.41,38.08,0.01,2.133629663
17,9,1983,21.42,32.51,0.28,1.997773825
18,9,1983,19.06,25.93,0,1.56752273
19,9,1983,17.81,26.41,0,1.685147788
20,9,1983,18.74,28.57,0.01,1.920831466
21,9,1983,20.42,29,0.1,2.044038182
22,9,1983,18.49,30.57,0,1.75811972
23,9,1983,20.36,31.11,0,1.80506516
24,9,1983,19.61,31.45,0,1.892815434
25,9,1983,19.62,31.84,0,1.887923576
26,9,1983,19.7,27.72,4.87,2.011091781
27,9,1983,17.18,22.34,5.02,1.497017066
28,9,1983,17.68,25.06,11.03,1.710953211
29,9,1983,17.56,29.1,1.18,1.731060034
30,9,1983,18.01,29.22,2.29,2.074292657
1,10,1983,18.32,25.64,1.4,1.946312124
2,10,1983,18.92,25.64,8.81,2.08522986
3,10,1983,19.21,23.79,8.45,2.057594575
4,10,1983,19.22,25.75,2.02,2.023658036
5,10,1983,18.76,26.54,6.99,2.030265935
6,10,1983,18.74,26.73,2.3,1.948660204
7,10,1983,18.55,25.54,3.81,2.040494826
8,10,1983,18.26,24.93,3.21,1.999403693
9,10,1983,17.73,25.11,1.33,1.911483716
10,10,1983,18.33,26.57,0.56,1.935911884
11,10,1983,17.51,27.52,0,1.830043408
12,10,1983,16.91,24.55,0,1.707906907
13,10,1983,14.93,25.53,0,1.542162365
14,10,1983,16.5,28.09,0.23,1.85501988
15,10,1983,17.81,26.02,0.27,1.876781815
16,10,1983,15.9,25.24,0,1.636402106
17,10,1983,16.25,25.05,0.64,1.743341862
18,10,1983,16.68,20.9,4.22,1.25005401
19,10,1983,16.28,20.78,9.05,1.633945189
20,10,1983,16.57,22.81,4.97,1.842053272
21,10,1983,15.47,23.98,0.06,1.748327938
22,10,1983,15.05,24.59,0.44,1.66682756
23,10,1983,14.57,23.71,0.06,1.547956475
24,10,1983,14.84,22.71,0.05,1.640106891
25,10,1983,15.84,21.46,0.01,1.524970744
26,10,1983,14,21.4,0.01,1.407692181
27,10,1983,13.4,21.19,0,1.329304589
28,10,1983,12.54,22.4,0,1.38102586
29,10,1983,11.95,23.87,0,1.278614771
30,10,1983,14.56,26.37,0.42,1.642211856
31,10,1983,14.17,19.1,6.68,1.47919805
1,11,1983,13.45,20.02,5.66,1.402471733
2,11,1983,13.58,18.11,2.51,1.384392099
3,11,1983,13.36,20.07,2.1,1.299608675
4,11,1983,12.68,23.32,0.14,1.217739437
5,11,1983,14.57,23.66,0.29,1.681924708
6,11,1983,15.62,22.73,2.79,1.929336689
7,11,1983,17.51,20.99,10.92,1.994185984
8,11,1983,15.6,20.87,3.31,1.879547351
9,11,1983,14.6,21.63,0.57,1.722983021
10,11,1983,15.23,20.82,1.37,1.719469444
11,11,1983,14.04,21.19,1.81,1.629499744
12,11,1983,12.54,19.86,1.67,1.390713134
13,11,1983,12.72,19.57,0.51,1.408239423
14,11,1983,11.23,22.62,0,1.318780712
15,11,1983,12.92,23.85,0.01,1.48041314
16,11,1983,14.52,22.32,0.01,1.657913849
17,11,1983,14.07,22.16,0.03,1.411452718
18,11,1983,14.97,19.27,1.91,1.559983767
19,11,1983,13.02,18.56,2.46,1.463518794
20,11,1983,11.05,19.26,0,1.197486756
21,11,1983,12.22,20.57,0.87,1.444848162
22,11,1983,14.34,21.04,1.37,1.617988
23,11,1983,14.11,19.66,1.47,1.625056553
24,11,1983,13.02,19.52,2.31,1.541826775
25,11,1983,12.01,19.37,0.14,1.517305997
26,11,1983,12.55,20.04,0.96,1.642146865
27,11,1983,12.61,21.36,0.16,1.4674964
28,11,1983,14.61,18.79,1.19,1.425032104
29,11,1983,13.63,18.08,0.82,1.227593549
30,11,1983,12.7,18.57,0.39,1.225355595
1,12,1983,8.99,17.35,2.88,1.099589922
2,12,1983,7.01,10.45,2.83,0.694072405
3,12,1983,6.45,11.31,2.74,0.870887466
4,12,1983,9.48,13.04,4.13,1.067206111
5,12,1983,8.44,13.83,1.1,1.047789654
6,12,1983,7.69,14.46,1.72,1.058271318
7,12,1983,9.73,16.43,3.79,1.078381851
8,12,1983,9.77,12.79,0.76,0.746751651
9,12,1983,9.04,13.95,0.65,0.921661383
10,12,1983,7.61,17.67,0.05,0.949415939
11,12,1983,8.47,15.57,0.52,1.139774675
12,12,1983,9.15,14.32,1.33,1.081447633
13,12,1983,8.19,15.82,0.27,0.955914156
14,12,1983,9.55,13.91,3.07,1.102728721
15,12,1983,8.53,16.1,0.16,1.117154064
16,12,1983,5.37,16.22,0,0.814261374
17,12,1983,6.27,18.04,0,0.869733466
18,12,1983,8.73,19.68,0,1.033895927
19,12,1983,10.08,20.92,0.4,1.175339204
20,12,1983,10.9,18.16,0.06,1.173867015
21,12,1983,7.48,21.36,0.29,1.110007296
22,12,1983,11.74,16.68,4.91,1.160348708
23,12,1983,13.36,18.27,1.34,1.482578062
24,12,1983,11.33,19.38,0.04,1.487332929
25,12,1983,9.89,20.21,0,1.366042474
26,12,1983,9.24,20.56,0.02,1.297316912
27,12,1983,12.18,16.96,0.11,1.146706409
28,12,1983,11.92,16.27,0.25,1.162190476
29,12,1983,11.01,17.53,0.5,1.504985838
30,12,1983,9.31,16.31,0.15,1.298620983
31,12,1983,8.8,16.48,0.46,1.218231765
1,1,1984,12.14,15.84,1.02,1.286782762
2,1,1984,12.14,15.84,1.02,1.286782762
3,1,1984,9.73,17.34,0.02,1.19497101
4,1,1984,8.52,19.15,0,1.142898793
5,1,1984,6.87,17.15,1.75,1.085673407
6,1,1984,8.3,13.37,2.02,0.872671016
7,1,1984,7.69,12.29,0.42,0.732105938
8,1,1984,8.11,12.77,2.95,1.095032002
9,1,1984,8.32,15.65,0.37,1.141632531
10,1,1984,8.47,17.58,0.72,1.19741911
11,1,1984,8.34,10.62,2.04,0.93615845
12,1,1984,7.37,10.63,2.21,0.752914903
13,1,1984,7.08,12.32,4.23,0.835257441
14,1,1984,7.99,11.8,6.54,0.925545171
15,1,1984,8.6,15.49,1.15,1.144046864
16,1,1984,6.45,17.79,0.07,1.07971386
17,1,1984,8.04,15.77,0,1.05726613
18,1,1984,6.62,16.98,0,1.056608876
19,1,1984,7.33,15.99,0.01,1.160332835
20,1,1984,7.15,17.06,0,1.083026991
21,1,1984,7.83,18.04,0.02,1.133100154
22,1,1984,8.85,20.03,0,1.163766569
23,1,1984,9.77,16.29,0.65,1.144968343
24,1,1984,9.58,17.52,0.49,1.242885046
25,1,1984,10.41,17.41,1.71,1.179640907
26,1,1984,8.65,14.56,0.32,0.89969039
27,1,1984,6.49,16.68,0,0.961021833
28,1,1984,6.42,17.75,0,0.980579846
29,1,1984,10.06,16.95,0.02,1.301805701
30,1,1984,9.83,15.52,0.02,1.241565608
31,1,1984,10.29,13.65,0.65,1.229279562
1,2,1984,8.44,14.67,1.24,1.07410101
2,2,1984,8.67,14.26,2.5,0.997568481
3,2,1984,8.82,17.26,10.22,1.132948762
4,2,1984,7.82,13.88,4.49,1.030335719
5,2,1984,8.22,15.77,2.56,1.171699143
6,2,1984,8.9,15.86,1.68,1.197032407
7,2,1984,9.15,15.85,0.87,1.138505249
8,2,1984,10.54,15.3,0.07,1.113357767
9,2,1984,10.83,18.01,0.15,1.264307348
10,2,1984,9.75,13.66,7.35,0.923821784
11,2,1984,7.83,13.21,7.33,0.794893137
12,2,1984,7.25,11.89,1.12,0.687526514
13,2,1984,6.7,11.74,1.75,0.849035226
14,2,1984,5.14,12.24,1.28,0.774628604
15,2,1984,4.38,12.3,0.62,0.784901125
16,2,1984,5.47,10.03,1.67,0.872261235
17,2,1984,5.72,9.84,4.01,0.888637331
18,2,1984,5.64,11.32,0.91,0.819004863
19,2,1984,4.86,12.01,0.5,0.765773211
20,2,1984,3.48,15.62,0,0.739161293
21,2,1984,5.4,16.19,0.14,0.960766244
22,2,1984,7.93,17.51,0.02,1.089745731
23,2,1984,8.19,19.21,0.37,1.120992757
24,2,1984,7.95,14.78,2.45,1.018291941
25,2,1984,7.44,14.43,0.61,0.968058996
26,2,1984,6,17.01,0.27,1.004559268
27,2,1984,5.57,16.05,0.03,0.859161094
28,2,1984,5.16,16.04,0.01,0.785593003
29,2,1984,9.76,19.66,0.01,1.075579456
1,3,1984,10.07,19.99,0.02,1.362063265
2,3,1984,9.35,17.68,0.09,1.11129238
3,3,1984,8.63,13.72,3.71,1.002617051
4,3,1984,8.16,16.24,0.78,0.967421643
5,3,1984,7.56,13.34,0.55,0.85650822
6,3,1984,7.23,12.9,1.47,0.884951168
7,3,1984,8.39,15.63,0.07,0.931800647
8,3,1984,8,15.37,0.11,0.873956527
9,3,1984,7.11,15.66,0.44,0.909582007
10,3,1984,8.55,13.97,2.85,0.986377406
11,3,1984,6.25,12.96,1.4,0.929946783
12,3,1984,4.85,13.44,0.32,0.830485925
13,3,1984,7.26,14.49,0.39,0.887759413
14,3,1984,5.23,16.64,0,0.836264903
15,3,1984,7.32,15.25,0.96,1.098418201
16,3,1984,9.36,13.94,16.09,1.18588846
17,3,1984,8.79,16,6.07,1.006407006
18,3,1984,7.15,18.53,0.4,1.044231876
19,3,1984,8.28,18.64,0.06,1.153635214
20,3,1984,8.45,18.89,0.03,1.123659164
21,3,1984,10,19.81,0.04,1.316046302
22,3,1984,10.4,16.97,2.38,1.270775638
23,3,1984,9.92,17.26,0.07,1.229932997
24,3,1984,8.34,16.76,0.23,1.144285867
25,3,1984,8.87,18.11,0.13,1.119848456
26,3,1984,8.48,22.02,0,1.156628554
27,3,1984,10.27,20.64,0.43,1.280329276
28,3,1984,10.27,19.36,1.06,1.235443934
29,3,1984,10.6,23.43,0.66,1.364547708
30,3,1984,11.43,19.49,0.36,1.313948919
31,3,1984,9.59,19.43,0.05,1.13483155
1,4,1984,10.71,20.24,0.13,1.332273873
2,4,1984,11.6,20.94,1.78,1.411922503
3,4,1984,9.91,17.9,1.5,1.150650594
4,4,1984,10.16,17.17,0.79,1.187133169
5,4,1984,9.29,17.77,0.56,1.18481058
6,4,1984,10.41,15.79,5.71,1.214012604
7,4,1984,10.17,17.86,3.46,1.164818897
8,4,1984,10.12,17.78,0.02,1.061249904
9,4,1984,10.22,18.55,0.01,1.075362415
10,4,1984,9.16,20.04,0,1.105374016
11,4,1984,10.77,18.08,2.73,1.194198557
12,4,1984,12.89,21.06,0.32,1.436569494
13,4,1984,10.28,19.92,0,1.111876363
14,4,1984,9.68,19.86,0,1.145974718
15,4,1984,9.31,19.43,0,1.132957238
16,4,1984,11.21,19.73,0.62,1.271891602
17,4,1984,12.03,17.53,4.8,1.398829693
18,4,1984,11.86,18.11,1.36,1.039426904
19,4,1984,11.81,17.8,1.88,1.173327953
20,4,1984,10.65,19.1,0.65,1.217047903
21,4,1984,8.92,19.65,0.01,1.106705198
22,4,1984,9.38,20.1,0,1.056358415
23,4,1984,9,21.8,0,1.05982769
24,4,1984,9.56,22.66,0,1.179249145
25,4,1984,10.62,23.6,0,1.233611759
26,4,1984,11.4,23.22,0,1.318705159
27,4,1984,10.92,19.85,0,1.049365159
28,4,1984,9.85,24,0,1.139560806
29,4,1984,11.21,27.14,0,1.326668974
30,4,1984,14.22,29.13,0,1.399623929
1,5,1984,14.5,25.6,0.09,1.485205623
2,5,1984,13.12,24.52,0.5,1.420849486
3,5,1984,13.22,27.09,0,1.320597941
4,5,1984,14.13,26.6,0.01,1.438802346
5,5,1984,13.57,21.52,0.2,1.440546277
6,5,1984,11.22,24.45,0,1.097887619
7,5,1984,13.17,29.26,0,1.318160173
8,5,1984,15.76,30.21,0.02,1.354486975
9,5,1984,15.08,27.21,0.05,1.473658601
10,5,1984,15.8,25.79,2.54,1.510357594
11,5,1984,14.55,21.35,0.69,1.38968517
12,5,1984,12.73,21.47,0.04,1.113449162
13,5,1984,11.45,23.69,2.76,1.225995401
14,5,1984,11.82,22.12,0.18,1.243033036
15,5,1984,13.01,22.47,0.17,1.377527732
16,5,1984,14.23,22.73,0.12,1.366903516
17,5,1984,12.18,25.28,0.1,1.191773108
18,5,1984,13.95,26.36,0,1.180083675
19,5,1984,13.82,26.37,0.01,1.458053541
20,5,1984,14.43,25.92,0,1.449442261
21,5,1984,15.18,25.61,0.44,1.503787161
22,5,1984,12.2,27.05,0,1.14607657
23,5,1984,13.71,28.26,0,1.434895585
24,5,1984,13.91,22.95,0,1.183602939
25,5,1984,12.6,24.02,0,1.097047812
26,5,1984,13.09,25.9,0.32,1.201693161
27,5,1984,13.27,27.81,0,1.194925348
28,5,1984,15.51,31.03,0,1.396582541
29,5,1984,14.22,24.11,0,1.244337761
30,5,1984,12.78,25.48,0,1.260241213
31,5,1984,15.26,25.53,0,1.31036092
1,6,1984,15.03,26.63,0.14,1.560882495
2,6,1984,14.54,26.08,0.12,1.351189228
3,6,1984,15.12,32.67,0,1.29234476
4,6,1984,16.81,29.77,0.61,1.347074791
5,6,1984,14.68,28.59,0,1.297142698
6,6,1984,15.94,31.03,0.57,1.558055363
7,6,1984,15.92,25.27,2.42,1.530698747
8,6,1984,14.77,25.16,0.05,1.322668697
9,6,1984,13.74,27.16,0,1.214767057
10,6,1984,15.9,25.98,0.05,1.301547367
11,6,1984,14.68,25.78,0,1.417603097
12,6,1984,15.19,27.17,0,1.365391323
13,6,1984,16.01,26.23,0,1.472402174
14,6,1984,14.82,26.59,0,1.470743355
15,6,1984,16.87,28.29,0,1.474808357
16,6,1984,16.25,29.2,0,1.575175358
17,6,1984,17.21,29.3,0,1.494352255
18,6,1984,18.45,32.19,0,1.374568727
19,6,1984,20.27,33.35,0,1.553619276
20,6,1984,19.42,32.12,0,1.68707341
21,6,1984,19.86,33.09,0,1.676151027
22,6,1984,21.7,35.29,0,1.633662136
23,6,1984,20.81,31.02,0,1.800645944
24,6,1984,18.77,30.89,0,1.634935881
25,6,1984,18.22,30.89,0,1.56850451
26,6,1984,18.22,29.71,0,1.557525462
27,6,1984,17.04,29.82,0,1.569339437
28,6,1984,17.51,30.54,0,1.585266334
29,6,1984,19.33,33.27,0,1.523757105
30,6,1984,20.86,34.45,0,1.630584204
1,7,1984,20.61,32.54,0,1.688484076
2,7,1984,19.37,35.51,0,1.393946788
3,7,1984,21.94,39.7,0,1.381170633
4,7,1984,21.51,32.24,0,1.689142178
5,7,1984,19.83,31.41,0,1.502169467
6,7,1984,19.7,29.65,0,1.617706743
7,7,1984,18.06,31.12,0,1.64476563
8,7,1984,18.99,32.74,0,1.663229565
9,7,1984,20.8,31.82,0,1.913354285
10,7,1984,19.52,32.99,0,1.68117909
11,7,1984,21.26,34.64,0,1.641533726
12,7,1984,20.36,33.61,0,1.59924057
13,7,1984,19.93,34.29,0,1.421477042
14,7,1984,21.21,36.29,0,1.414302148
15,7,1984,21.8,35.29,0,1.598987942
16,7,1984,20.76,33.97,0,1.647269366
17,7,1984,20.96,34.11,0,1.797307827
18,7,1984,20.47,29.95,0,1.643480581
19,7,1984,19.64,30.02,0,1.737825168
20,7,1984,19.06,32.65,0,1.576899669
21,7,1984,21.09,32.52,0,1.664229081
22,7,1984,21.45,34.67,0,1.658531305
23,7,1984,21.97,35.63,0,1.77250685
24,7,1984,22.53,36.76,0,1.777051031
25,7,1984,23.95,37.49,0,1.420641646
26,7,1984,25,40.51,0,1.278979733
27,7,1984,24.41,38.98,0,1.542739055
28,7,1984,22.1,31.62,0,1.821011807
29,7,1984,21.06,30.53,0,1.869957578
30,7,1984,19.93,30.49,0,1.7724691
31,7,1984,20.75,31.96,0,1.75121416
1,8,1984,21.4,32.94,0,1.904500487
2,8,1984,21.05,35.08,0,1.928494648
3,8,1984,20.83,30.74,0,1.815730092
4,8,1984,19.52,33.4,0,1.684344878
5,8,1984,21.21,34.53,0.09,1.991901937
6,8,1984,23.01,35.51,0.09,2.083419655
7,8,1984,22.94,34.65,1.7,2.162822602
8,8,1984,21.97,30.62,0,1.805591942
9,8,1984,20.27,33.7,0.4,1.839411725
10,8,1984,21.22,29.7,0.28,1.744931763
11,8,1984,20.16,30.65,1.3,1.864216926
12,8,1984,23.2,33.38,2.49,2.176160591
13,8,1984,22.18,34.56,0.01,2.158092857
14,8,1984,22.42,32.71,1.06,2.360063427
15,8,1984,21.28,31.33,1.17,2.08534184
16,8,1984,20.42,32.09,0,1.906815512
17,8,1984,20.14,32.73,0,1.949929503
18,8,1984,22.03,32.54,0.7,2.042487726
19,8,1984,21.64,30.36,0.1,1.934133294
20,8,1984,20.52,29.85,0,1.926506404
21,8,1984,21.27,31.49,0,1.89547615
22,8,1984,21.9,32.08,0,2.171085646
23,8,1984,22.14,32.55,0.01,2.332813035
24,8,1984,22.45,34.19,0.02,2.396834941
25,8,1984,23.4,33.54,0.26,2.284123097
26,8,1984,21.81,31.92,0,2.108507431
27,8,1984,20.76,31.92,0,2.000108529
28,8,1984,21.41,29.77,2.26,1.96717054
29,8,1984,21.46,27.92,0.65,2.014224198
30,8,1984,21.45,28.89,0.2,2.220244633
31,8,1984,20.07,29.36,0,2.002278703
1,9,1984,19.77,29.99,0,2.023973142
2,9,1984,19.26,30.63,0.04,2.07857493
3,9,1984,19.7,30.48,0.13,2.067930279
4,9,1984,19.78,30.33,0,1.893856079
5,9,1984,19.93,32.23,0,1.717954582
6,9,1984,21.4,35.85,0,1.964404999
7,9,1984,21.14,34.05,0.04,2.101267259
8,9,1984,20.61,30.69,0,2.043675229
9,9,1984,21.18,35.47,0.35,2.268445163
10,9,1984,21.28,29.49,0.1,2.083447343
11,9,1984,19.74,29.74,0.01,1.954411662
12,9,1984,20.26,28.44,0.14,1.942603868
13,9,1984,17.9,28.28,0,1.564868415
14,9,1984,18.73,31.64,0.29,1.883574115
15,9,1984,21.41,28.52,0.79,2.228728901
16,9,1984,21.36,30.9,1.21,2.047312118
17,9,1984,20.02,28.28,1.07,1.96253727
18,9,1984,19.06,27.16,0.1,1.67172108
19,9,1984,19.11,29.33,1.63,1.823796078
20,9,1984,17.32,22.83,14.55,1.696883375
21,9,1984,17.26,23.62,3.91,1.652900643
22,9,1984,17.58,28.48,0.04,1.80921527
23,9,1984,17.96,29.59,0,1.889102227
24,9,1984,17.29,31.33,0,1.920928258
25,9,1984,18.7,30.7,0.45,1.826179302
26,9,1984,17.83,24.69,0.05,1.568518187
27,9,1984,15.52,24.74,0,1.306060998
28,9,1984,15.48,28.66,0,1.568162791
29,9,1984,17.47,29.01,0.03,1.87508897
30,9,1984,20.69,28.47,1.11,2.315017719
1,10,1984,20.07,24.29,0.72,1.90866776
2,10,1984,18.42,28.05,0.05,1.898752715
3,10,1984,17.33,27.94,0,1.698000896
4,10,1984,19.17,27.6,0.14,2.092344031
5,10,1984,18.19,32.98,0.01,1.837318861
6,10,1984,19.08,29.61,0.89,1.645523542
7,10,1984,16.69,24.48,0.44,1.37236655
8,10,1984,15,21.91,0.56,1.325461551
9,10,1984,14.46,21.49,2.05,1.438460127
10,10,1984,14.77,19.68,14.15,1.654733374
11,10,1984,17.27,23.66,26.19,1.939504679
12,10,1984,14.44,25.11,0.09,1.407066298
13,10,1984,14.8,22.7,1.87,1.566348461
14,10,1984,15.63,20.9,3.7,1.625082828
15,10,1984,15.28,22.15,3.94,1.570266605
16,10,1984,15.41,24,0.75,1.628340662
17,10,1984,14.77,23.93,0.91,1.678188113
18,10,1984,14.71,23.7,0.36,1.691605757
19,10,1984,15.61,23.79,0.37,1.609927091
20,10,1984,16.16,21.58,2,1.757797069
21,10,1984,14.45,26.28,0.16,1.531389062
22,10,1984,17.05,22.2,2.6,1.852919009
23,10,1984,15.2,22.5,0.29,1.654560888
24,10,1984,13.93,21.88,0.19,1.480780938
25,10,1984,14.22,23.02,0.01,1.516959445
26,10,1984,14.7,23.45,0.96,1.7729187
27,10,1984,15.6,27.5,0.11,1.85907774
28,10,1984,14.85,26.35,1.6,1.838472513
29,10,1984,15.94,21.7,8.2,1.831867748
30,10,1984,15.35,21.28,3.11,1.636084781
31,10,1984,16.62,21.43,5.86,1.847535313
1,11,1984,15.45,21.01,4.69,1.747409641
2,11,1984,14.27,21.84,0.96,1.672991333
3,11,1984,14.6,21.62,0.06,1.607265949
4,11,1984,12.93,21.97,0.03,1.432731119
5,11,1984,13.19,22.32,0.07,1.509150114
6,11,1984,12.55,25.66,0,1.327310641
7,11,1984,14.81,22.86,0.05,1.380627815
8,11,1984,13.51,24.5,0,1.531683103
9,11,1984,13.72,26.98,0,1.328477225
10,11,1984,14.44,25.49,0,1.560034864
11,11,1984,16.9,23.07,0.11,1.886793596
12,11,1984,14.81,20.9,2.48,1.713454848
13,11,1984,13.92,22.3,0.32,1.380448312
14,11,1984,11.88,20.3,0.65,1.307080909
15,11,1984,13.05,20.44,1.6,1.432162251
16,11,1984,11.76,19.1,1.88,1.290378002
17,11,1984,12.06,20.41,0.02,1.166717509
18,11,1984,12.75,22.71,0.23,1.449735501
19,11,1984,14.21,22.78,0.72,1.688511465
20,11,1984,14.04,20.93,1.6,1.480872631
21,11,1984,12.82,18.25,2.99,1.370955155
22,11,1984,12.43,17.92,0.62,1.275799904
23,11,1984,12.91,19.25,0.49,1.514295694
24,11,1984,12.09,21.85,0.01,1.517177443
25,11,1984,11.24,23.23,0,1.378964492
26,11,1984,11.29,23.5,0,1.349458229
27,11,1984,13.12,21.16,0,1.372459818
28,11,1984,11.52,18.37,0.18,1.244817362
29,11,1984,12.52,18.89,0.06,1.427198989
30,11,1984,13.84,20.69,0.46,1.562338495
1,12,1984,14.62,18.51,10.85,1.62064745
2,12,1984,10.72,21.09,0.27,1.272924395
3,12,1984,12.2,18.03,3.33,1.351144328
4,12,1984,11.18,14.81,4.97,1.176199856
5,12,1984,12.78,16.43,6.67,1.331733195
6,12,1984,12.27,16.18,1.93,1.374365534
7,12,1984,11.54,17.47,1.12,1.350584892
8,12,1984,10.9,18.22,0.59,1.382919272
9,12,1984,11.36,18.04,0.14,1.323528182
10,12,1984,10.12,18.04,0.06,1.155755942
11,12,1984,8.72,16.91,0.14,1.187585402
12,12,1984,9.8,17.41,0.35,1.282724173
13,12,1984,7.81,18.48,0,1.034571623
14,12,1984,9.44,17.48,0,1.111331139
15,12,1984,9.11,17.36,0,1.31453186
16,12,1984,10.19,18.18,0,1.221427536
17,12,1984,8.71,18.27,0,0.975825951
18,12,1984,9.6,19.27,0,1.028349549
19,12,1984,8.23,18.78,0.05,0.986225825
20,12,1984,10.34,15.71,0.64,1.263450494
21,12,1984,8.75,14.9,0.59,0.984986949
22,12,1984,8.38,15.87,0.54,1.195078918
23,12,1984,11.3,15.54,9.1,1.322024712
24,12,1984,10.74,14.01,9.5,1.228852337
25,12,1984,9.53,14.07,1.81,0.998593004
26,12,1984,9.44,12.67,5,1.13607503
27,12,1984,7.51,13.51,1.13,0.942050809
28,12,1984,6.46,11.55,2.55,0.977879306
29,12,1984,6.96,11.46,3.92,0.964480009
30,12,1984,9.98,12.44,12.52,1.139705352
31,12,1984,10.83,14.51,15.96,1.214473258
1,1,1985,8.07,13.95,1.63,1.09444484
2,1,1985,8.43,12.89,5.02,1.068986535
3,1,1985,6.9,11.27,1.68,0.9354731
4,1,1985,6.67,12.88,0.2,0.89101937
5,1,1985,5.59,16.17,0.03,0.932998172
6,1,1985,6.06,13.6,2.71,1.021830955
7,1,1985,6.78,11.32,8.39,0.921972297
8,1,1985,6.99,11.83,6.76,0.964225273
9,1,1985,5.78,8.07,1.07,0.740200222
10,1,1985,5.01,10.14,0.83,0.711889632
11,1,1985,4.77,10.82,0.58,0.716420966
12,1,1985,4.44,10.82,0.27,0.729219266
13,1,1985,4.31,12.13,1.21,0.789202046
14,1,1985,4.2,12.17,0.71,0.792433678
15,1,1985,6.01,12.85,1.08,0.923437224
16,1,1985,5.53,10.86,0.86,0.950653817
17,1,1985,6.11,11.79,1.06,0.881542417
18,1,1985,3.95,12.36,0.53,0.887555977
19,1,1985,7.69,13.18,1.27,0.963397543
20,1,1985,5.7,16.59,0.08,1.027669671
21,1,1985,8.23,20.16,0.03,1.229668823
22,1,1985,8.07,21.11,0,1.087049541
23,1,1985,7.88,19.83,0,1.002445721
24,1,1985,9.8,18.12,0.04,1.107874546
25,1,1985,8.26,14.61,0,1.068034082
26,1,1985,7.52,16.91,0.15,1.124200059
27,1,1985,10.34,13.49,5.12,1.20083032
28,1,1985,10.01,15.06,0.37,1.086917125
29,1,1985,10.35,12.55,5.97,1.127542881
30,1,1985,9.3,14.33,0.24,1.100344874
31,1,1985,8.88,15.36,0.56,1.187190289
1,2,1985,9.2,16.03,0.11,1.162472525
2,2,1985,10.77,17.31,0.1,1.280863583
3,2,1985,9.69,18.35,0,1.312347591
4,2,1985,10.98,16.1,0.1,1.273581681
5,2,1985,9.92,19.07,0.9,1.310413021
6,2,1985,7.61,19.48,0.37,1.268717935
7,2,1985,8.56,19.31,0.37,1.254170669
8,2,1985,10.13,20.3,0.44,1.295689276
9,2,1985,10.66,18.79,0.39,1.267510046
10,2,1985,10.74,19.52,0.45,1.194702985
11,2,1985,11.36,19.31,5.59,1.39548307
12,2,1985,11.76,16.97,5.49,1.211186041
13,2,1985,12.49,15.99,14.46,1.212468943
14,2,1985,9.19,18.63,0.01,1.184728307
15,2,1985,9.59,21.3,0,1.313738411
16,2,1985,9.87,22.94,0,1.344419046
17,2,1985,11.53,24.78,0,1.371637955
18,2,1985,11.14,19.79,0,1.374833553
19,2,1985,10.34,17.71,0.03,1.323825301
20,2,1985,8.66,14.39,1.83,1.078768886
21,2,1985,7.95,15.48,1.64,1.097505511
